Ride_ID,Customer_ID,Driver_ID,Booking_Date,Booking_Time,City,Pickup_Location,Drop_Location,Vehicle_Type,Distance_KM,Ride_Duration_Min,Base_Fare,Discount,Final_Fare,Payment_Method,Ride_Status,Customer_Rating,Driver_Age,Customer_Age,Surge_Pricing
RIDE098659,CUST8590,DR964,2025-05-18,19:36:00,Kolkata,Tandon Road,Varty Nagar,Bike,10.55,58,106.43,21.98,84.45,Debit Card,In Progress,3,45,24,No
RIDE098660,CUST9957,DR346,2025-01-25,23:06:00,Kolkata,Shankar Ganj,Keer Marg,Cab,12.33,10,267.47,18.85,248.62,Cash,In Progress,2,26,31,Yes
RIDE098661,CUST6601,DR435,2025-05-07,05:46:00,Mumbai,Sehgal,Sibal Ganj,Bike,23.38,29,456.42,78.15,378.27,Credit Card,Completed,4,27,56,No
RIDE098662,CUST1048,DR819,2025-05-08,21:43:00,Chennai,Seshadri Chowk,Subramaniam Nagar,Auto,5.11,40,114.83,14.88,99.95,Debit Card,In Progress,4,51,18,Yes
RIDE098663,CUST6931,DR613,2025-09-11,15:06:00,Pune,Chauhan Zila,Kothari Ganj,Bike,29.34,59,684.48,95.0,589.48,Wallet,Completed,5,53,36,Yes
RIDE098664,CUST5079,DR634,2025-06-11,00:21:00,Delhi,Bail Street,Lad Ganj,Auto,18.86,21,161.71,19.74,141.97,Cash,Completed,4,39,32,No
RIDE098665,CUST9621,DR776,2025-02-09,15:40:00,Chennai,Dyal,Mann Ganj,Bike,10.42,53,186.54,25.04,161.5,Cash,In Progress,5,53,33,No
RIDE098666,CUST9366,DR715,2025-06-08,07:16:00,Bangalore,Majumdar Nagar,Gulati Path,Auto,15.72,68,301.57,67.61,233.96,Cash,In Progress,3,42,54,Yes
RIDE098667,CUST1646,DR546,2025-02-05,01:56:00,Delhi,Upadhyay Chowk,Chander,Cab,32.85,112,548.45,84.23,464.22,UPI,In Progress,1,48,28,No
RIDE098668,CUST1145,DR602,2025-10-22,22:02:00,Bangalore,Srinivasan Ganj,Taneja Zila,Bike,28.14,81,575.03,135.09,439.94,UPI,Cancelled,1,44,38,Yes
RIDE098669,CUST1917,DR671,2025-10-02,23:55:00,Bangalore,Talwar Street,Vala Street,Auto,27.42,13,425.5,28.55,396.95,Cash,In Progress,4,44,50,Yes
RIDE098670,CUST1596,DR540,2025-04-14,20:44:00,Delhi,Raval Nagar,Mander Path,Auto,34.7,70,608.07,100.76,507.31,Wallet,Completed,4,39,56,Yes
RIDE098671,CUST5520,DR479,2025-12-22,11:42:00,Chennai,Anand Street,Kale Nagar,Cab,9.94,14,117.55,9.64,107.91,Credit Card,In Progress,2,44,20,No
RIDE098672,CUST1649,DR416,2025-01-02,16:09:00,Hyderabad,Kurian,Dave Path,Cab,33.7,95,457.33,86.39,370.94,Wallet,In Progress,3,45,27,Yes
RIDE098673,CUST8730,DR675,2025-12-03,22:19:00,Delhi,Kadakia Chowk,Dhawan Marg,Cab,24.49,92,404.81,70.92,333.89,Debit Card,Cancelled,1,21,28,No
RIDE098674,CUST8227,DR480,2025-10-20,08:52:00,Mumbai,Gara Ganj,Desai,Bike,30.13,9,380.5,51.74,328.76,Wallet,In Progress,1,45,53,No
RIDE098675,CUST7704,DR741,2025-03-12,21:45:00,Mumbai,Krishna Chowk,Som Chowk,Bike,4.95,36,71.56,16.67,54.89,UPI,Completed,4,55,33,Yes
RIDE098676,CUST3240,DR566,2025-09-28,06:53:00,Pune,Acharya Street,Venkatesh Road,Auto,24.14,17,507.03,19.55,487.48,Debit Card,Completed,1,52,57,Yes
RIDE098677,CUST7820,DR263,2025-01-27,11:32:00,Mumbai,Johal Road,Deshmukh Path,Bike,13.41,7,246.14,54.46,191.68,Debit Card,Cancelled,3,31,41,No
RIDE098678,CUST4943,DR930,2025-06-10,08:55:00,Delhi,Anne Street,Rattan Circle,Bike,27.05,85,359.34,85.01,274.33,Debit Card,Cancelled,4,42,48,No
RIDE098679,CUST1106,DR866,2025-04-28,02:18:00,Bangalore,Kara Marg,Sangha Nagar,Bike,16.37,105,280.39,38.22,242.17,UPI,Completed,5,37,54,No
RIDE098680,CUST1039,DR226,2025-07-22,04:30:00,Kolkata,Vohra Zila,Lalla Zila,Auto,18.67,100,313.36,26.31,287.05,Debit Card,Completed,2,48,39,No
RIDE098681,CUST8792,DR919,2025-07-04,14:17:00,Hyderabad,Sodhi Marg,Sinha Chowk,Bike,13.0,8,127.18,17.65,109.53,UPI,In Progress,2,54,41,No
RIDE098682,CUST1377,DR755,2025-07-17,10:02:00,Chennai,Vig Chowk,Sandal Road,Bike,17.05,71,339.02,41.72,297.3,Cash,Cancelled,4,40,38,Yes
RIDE098683,CUST6059,DR573,2025-12-28,06:13:00,Delhi,Wagle Ganj,Vasa Road,Auto,18.77,115,449.21,67.44,381.77,Wallet,Cancelled,3,24,29,Yes
RIDE098684,CUST6066,DR166,2025-12-29,03:43:00,Delhi,Kala Zila,Subramaniam Nagar,Bike,34.74,59,820.9,25.43,795.47,Cash,Cancelled,2,41,55,Yes
RIDE098685,CUST5794,DR161,2025-12-30,14:22:00,Kolkata,Raja Path,Khalsa Road,Auto,29.67,28,386.39,32.04,354.35,Debit Card,Cancelled,2,41,42,No
RIDE098686,CUST6878,DR496,2025-02-02,11:03:00,Mumbai,Choudhry Marg,Goda Ganj,Bike,22.51,66,370.04,38.91,331.13,Cash,Completed,4,44,23,Yes
RIDE098687,CUST6860,DR182,2025-03-25,09:37:00,Mumbai,Setty Nagar,Ghosh Path,Auto,17.76,64,170.56,30.12,140.44,UPI,In Progress,5,25,18,Yes
RIDE098688,CUST6649,DR160,2025-11-08,23:23:00,Chennai,Bhatia Chowk,Dube Zila,Cab,12.52,47,122.23,18.93,103.3,Credit Card,Cancelled,2,48,27,No
RIDE098689,CUST3707,DR235,2025-06-29,01:24:00,Delhi,Date Zila,Sethi Ganj,Bike,34.37,61,504.09,70.07,434.02,Wallet,In Progress,1,49,48,No
RIDE098690,CUST2051,DR829,2025-07-16,15:55:00,Hyderabad,Sathe Marg,Keer Chowk,Bike,7.82,83,95.22,10.5,84.72,Credit Card,In Progress,4,48,46,No
RIDE098691,CUST3302,DR151,2025-12-29,13:22:00,Delhi,Hayre Marg,Kala Ganj,Cab,28.52,32,433.95,93.08,340.87,Wallet,In Progress,3,35,46,No
RIDE098692,CUST1108,DR339,2025-11-10,02:53:00,Hyderabad,Gopal Nagar,Korpal Path,Cab,14.0,110,296.16,58.83,237.33,Wallet,Completed,3,47,47,Yes
RIDE098693,CUST2528,DR749,2025-08-22,19:41:00,Hyderabad,Gour Marg,Dhar Street,Auto,22.11,95,498.47,112.48,385.99,Cash,In Progress,3,50,26,Yes
RIDE098694,CUST3835,DR367,2025-11-30,09:43:00,Kolkata,Ratti Nagar,Sibal Chowk,Bike,26.76,77,454.56,68.48,386.08,Credit Card,In Progress,4,39,48,Yes
RIDE098695,CUST6535,DR121,2025-01-02,05:22:00,Hyderabad,Mann Marg,Ramesh,Auto,9.99,107,128.94,31.18,97.76,Cash,Completed,1,44,44,Yes
RIDE098696,CUST3276,DR740,2025-11-11,01:59:00,Pune,Anne Path,Taneja Circle,Cab,2.1,107,20.28,0.43,19.85,Wallet,Completed,3,35,31,Yes
RIDE098697,CUST9230,DR262,2025-07-15,05:56:00,Hyderabad,Salvi Road,Kara Road,Auto,23.7,94,428.93,21.76,407.17,UPI,Cancelled,4,47,23,Yes
RIDE098698,CUST7440,DR530,2025-09-27,23:16:00,Mumbai,Rama Marg,Date Chowk,Auto,8.4,75,153.56,12.92,140.64,Debit Card,Cancelled,2,22,56,Yes
RIDE098699,CUST4840,DR691,2025-03-29,07:44:00,Kolkata,Ganesan Circle,Wason Zila,Cab,3.85,49,78.73,7.13,71.6,Cash,Cancelled,5,43,22,Yes
RIDE098700,CUST4237,DR569,2025-04-19,07:55:00,Pune,Ben,Badal Circle,Cab,17.86,45,153.24,17.31,135.93,Debit Card,Cancelled,3,28,28,No
RIDE098701,CUST6289,DR648,2025-11-07,02:50:00,Kolkata,Chanda Path,Jayaraman Street,Auto,18.69,10,353.74,78.66,275.08,UPI,Completed,3,47,60,Yes
RIDE098702,CUST3635,DR168,2025-07-03,08:46:00,Delhi,Bhardwaj Street,Rajan Chowk,Bike,7.45,24,162.68,17.13,145.55,Debit Card,Cancelled,1,49,33,No
RIDE098703,CUST8529,DR631,2025-11-29,15:14:00,Kolkata,Sawhney Ganj,Dhar Nagar,Cab,23.92,118,341.96,34.55,307.41,Cash,Completed,2,37,27,No
RIDE098704,CUST2123,DR299,2025-08-21,02:31:00,Bangalore,Sethi Marg,Virk Ganj,Cab,22.45,16,550.61,38.74,511.87,Credit Card,Completed,4,47,20,No
RIDE098705,CUST1158,DR187,2025-02-18,07:39:00,Delhi,Shere Circle,Khanna Path,Auto,26.46,19,597.74,32.47,565.27,Cash,In Progress,5,37,33,Yes
RIDE098706,CUST2331,DR904,2025-02-05,02:14:00,Kolkata,Dube Road,Shere Road,Bike,16.95,8,229.02,24.65,204.37,UPI,Cancelled,3,21,58,No
RIDE098707,CUST1484,DR151,2025-01-03,01:20:00,Pune,Brahmbhatt Road,Magar Ganj,Auto,18.54,30,305.95,56.03,249.92,UPI,In Progress,1,22,25,Yes
RIDE098708,CUST2618,DR629,2025-02-01,19:07:00,Chennai,Mane Marg,Keer Ganj,Bike,10.42,42,211.03,4.16,206.87,Debit Card,Completed,1,29,20,No
RIDE098709,CUST3836,DR688,2025-08-12,01:56:00,Mumbai,Sibal Circle,Chakrabarti Marg,Cab,33.93,90,839.13,143.19,695.94,Wallet,Cancelled,1,46,32,No
RIDE098710,CUST5554,DR417,2025-10-20,16:04:00,Bangalore,Agate Marg,Dutta Chowk,Cab,9.4,101,212.61,44.39,168.22,Debit Card,Completed,5,35,32,Yes
RIDE098711,CUST1448,DR686,2025-09-28,02:53:00,Bangalore,Dugar Chowk,Kanda Chowk,Bike,9.19,83,122.86,0.84,122.02,UPI,Completed,1,32,51,No
RIDE098712,CUST1459,DR745,2025-06-03,06:40:00,Kolkata,Kala Nagar,Rana Ganj,Auto,31.9,37,653.9,140.11,513.79,Debit Card,In Progress,3,40,27,Yes
RIDE098713,CUST1054,DR625,2025-12-28,21:02:00,Delhi,Bera Path,Agate,Bike,20.61,73,415.79,65.38,350.41,Debit Card,Cancelled,3,34,27,Yes
RIDE098714,CUST8345,DR979,2025-08-28,06:42:00,Delhi,Verma Chowk,Sule Ganj,Auto,15.59,70,243.83,20.17,223.66,Credit Card,In Progress,2,46,48,No
RIDE098715,CUST4290,DR369,2025-03-29,19:55:00,Kolkata,Subramaniam Ganj,Gera Road,Cab,9.3,82,88.86,15.53,73.33,Debit Card,Completed,1,49,43,Yes
RIDE098716,CUST8667,DR203,2025-10-08,06:48:00,Chennai,Goel Ganj,Wali Nagar,Cab,17.74,93,151.04,30.28,120.76,Credit Card,In Progress,1,29,58,No
RIDE098717,CUST8364,DR908,2025-01-31,22:08:00,Chennai,Raman Marg,Sampath Street,Bike,5.2,66,51.72,11.91,39.81,Debit Card,In Progress,3,22,49,No
RIDE098718,CUST2275,DR260,2025-09-28,14:51:00,Bangalore,Chaudry Path,Shere Circle,Cab,29.71,84,582.86,89.23,493.63,Debit Card,Cancelled,2,49,22,Yes
RIDE098719,CUST3235,DR933,2025-02-05,08:20:00,Mumbai,Chakrabarti Nagar,Dhawan Marg,Auto,1.75,93,27.81,1.67,26.14,Credit Card,Cancelled,5,45,41,No
RIDE098720,CUST5450,DR773,2025-07-27,15:06:00,Pune,Grover Nagar,Agate Marg,Cab,32.32,73,574.53,28.58,545.95,Cash,In Progress,1,41,50,Yes
RIDE098721,CUST8453,DR772,2025-04-07,20:53:00,Pune,Batra Circle,Chawla Road,Cab,29.99,34,682.94,29.22,653.72,Cash,Completed,3,33,44,No
RIDE098722,CUST5082,DR915,2025-05-07,06:36:00,Kolkata,Hans,Chowdhury Path,Cab,32.51,94,689.04,167.93,521.11,Credit Card,Cancelled,5,28,48,No
RIDE098723,CUST5136,DR240,2025-07-30,13:54:00,Hyderabad,Banik Road,Raju Marg,Auto,5.87,93,68.93,5.04,63.89,UPI,In Progress,5,21,40,No
RIDE098724,CUST6931,DR589,2025-06-18,00:47:00,Mumbai,Chand Nagar,Bhandari Path,Bike,25.47,115,422.63,92.86,329.77,Debit Card,Completed,1,31,28,No
RIDE098725,CUST9443,DR938,2025-01-01,16:30:00,Chennai,Bhatia Path,Issac,Auto,33.4,67,796.62,27.21,769.41,UPI,Completed,5,54,58,No
RIDE098726,CUST9814,DR806,2025-07-31,13:30:00,Mumbai,Gopal,Manne Path,Bike,28.27,63,568.64,47.52,521.12,Credit Card,In Progress,4,24,37,No
RIDE098727,CUST1869,DR684,2025-05-25,18:37:00,Delhi,Grewal Marg,Rajagopalan Chowk,Bike,29.57,37,736.31,21.92,714.39,Wallet,In Progress,2,49,34,Yes
RIDE098728,CUST8629,DR557,2025-01-03,17:50:00,Hyderabad,Goswami Zila,Bath Path,Cab,23.26,90,222.17,8.44,213.73,Credit Card,Completed,5,23,27,No
RIDE098729,CUST3627,DR654,2025-10-29,05:28:00,Mumbai,Bal Ganj,Sathe Road,Auto,27.68,46,677.61,83.05,594.56,Debit Card,Cancelled,2,47,28,Yes
RIDE098730,CUST2697,DR715,2025-06-19,08:24:00,Bangalore,Dhillon Path,Salvi Path,Bike,14.95,107,226.39,45.29,181.1,Cash,Completed,5,55,60,No
RIDE098731,CUST2383,DR283,2025-01-17,07:50:00,Kolkata,Mangal Circle,Bala Chowk,Cab,11.4,119,218.6,1.89,216.71,Credit Card,In Progress,1,51,39,Yes
RIDE098732,CUST4090,DR174,2025-08-05,01:53:00,Delhi,Talwar Path,Bassi Zila,Bike,26.35,39,582.16,22.35,559.81,Debit Card,In Progress,5,47,60,Yes
RIDE098733,CUST8952,DR430,2025-04-29,15:40:00,Kolkata,Loyal Ganj,Kalita Road,Cab,21.2,51,351.49,85.68,265.81,UPI,In Progress,1,24,54,Yes
RIDE098734,CUST6574,DR126,2025-06-11,12:59:00,Delhi,Kamdar Zila,Mand Marg,Auto,15.29,28,200.32,12.12,188.2,Cash,Completed,5,41,36,Yes
RIDE098735,CUST3588,DR479,2025-03-11,13:58:00,Kolkata,Dyal Marg,Arora Street,Auto,1.55,73,24.73,5.64,19.09,Cash,Completed,5,51,33,No
RIDE098736,CUST7212,DR638,2025-08-28,16:22:00,Pune,Mahajan Road,Mander Path,Bike,1.58,32,12.73,2.51,10.22,Wallet,Cancelled,3,29,45,No
RIDE098737,CUST9577,DR702,2025-08-26,05:05:00,Kolkata,Saraf,Dhar Ganj,Bike,24.3,99,324.7,19.5,305.2,Debit Card,Completed,5,38,54,No
RIDE098738,CUST4617,DR336,2025-08-04,09:26:00,Hyderabad,Kala Zila,Sandhu,Cab,13.0,24,263.8,44.09,219.71,UPI,Cancelled,2,37,23,No
RIDE098739,CUST4913,DR992,2025-02-23,20:09:00,Bangalore,Chaudry Zila,Balan Zila,Cab,23.59,105,561.29,79.31,481.98,Wallet,In Progress,3,46,30,No
RIDE098740,CUST6757,DR451,2025-02-03,14:54:00,Kolkata,Butala Road,Raja Zila,Auto,7.69,74,145.43,29.32,116.11,UPI,In Progress,4,27,55,Yes
RIDE098741,CUST8435,DR463,2025-03-18,10:07:00,Kolkata,Din Circle,Dhingra Path,Auto,13.49,51,213.67,30.73,182.94,Wallet,Completed,4,24,18,No
RIDE098742,CUST8486,DR289,2025-05-14,16:32:00,Pune,Goswami Street,Dhawan Ganj,Auto,14.77,67,229.55,45.79,183.76,UPI,Cancelled,5,38,57,No
RIDE098743,CUST6136,DR455,2025-02-25,05:08:00,Chennai,Chatterjee Nagar,Karan Path,Cab,15.01,106,314.56,49.01,265.55,Wallet,In Progress,2,38,53,Yes
RIDE098744,CUST4454,DR138,2025-10-03,19:32:00,Kolkata,Hayre Chowk,Bhandari Nagar,Auto,13.55,72,134.4,7.48,126.92,Wallet,Completed,5,47,58,Yes
RIDE098745,CUST3374,DR792,2025-09-26,18:20:00,Mumbai,Chawla Street,Krish Ganj,Cab,3.36,102,42.33,0.32,42.01,Cash,In Progress,3,44,47,No
RIDE098746,CUST1223,DR946,2025-03-24,13:39:00,Pune,Anand Path,Biswas Street,Auto,10.92,37,125.52,26.13,99.39,Debit Card,In Progress,1,26,19,No
RIDE098747,CUST1737,DR877,2025-03-16,05:50:00,Mumbai,Shah Marg,Bhargava Zila,Cab,25.86,14,278.1,7.91,270.19,UPI,In Progress,3,54,35,No
RIDE098748,CUST6344,DR860,2025-05-20,21:22:00,Mumbai,Ratti Nagar,Bobal Marg,Auto,4.12,73,76.03,5.2,70.83,Wallet,Completed,3,43,40,Yes
RIDE098749,CUST6538,DR542,2025-04-07,23:47:00,Delhi,Karan Street,Grover Marg,Auto,34.5,61,692.16,33.29,658.87,Debit Card,Cancelled,1,41,30,No
RIDE098750,CUST3075,DR666,2025-03-03,18:18:00,Delhi,Mall Path,Deshmukh Nagar,Auto,13.75,113,192.13,32.84,159.29,Wallet,Cancelled,4,29,50,Yes
RIDE098751,CUST5323,DR989,2025-09-20,17:34:00,Delhi,Bassi Ganj,Hans Marg,Bike,16.58,25,231.72,50.69,181.03,Debit Card,Cancelled,4,25,46,Yes
RIDE098752,CUST5520,DR408,2025-05-26,09:05:00,Bangalore,Madan Nagar,Krishnan Chowk,Bike,5.48,109,119.14,10.01,109.13,Cash,Completed,1,30,50,No
RIDE098753,CUST3980,DR212,2025-04-18,09:20:00,Hyderabad,Kari Street,Ramanathan Road,Bike,34.54,18,414.14,80.07,334.07,Wallet,In Progress,4,22,42,Yes
RIDE098754,CUST1777,DR337,2025-12-22,08:37:00,Pune,Dave Chowk,Vohra,Bike,4.35,42,59.32,5.94,53.38,Debit Card,In Progress,1,37,39,No
RIDE098755,CUST3640,DR417,2025-11-05,15:48:00,Chennai,Mani Nagar,Sawhney Street,Auto,13.6,117,324.66,8.21,316.45,Credit Card,In Progress,5,42,60,Yes
RIDE098756,CUST8567,DR423,2025-08-04,19:18:00,Kolkata,Sarkar Circle,Dutta Street,Bike,4.05,6,36.23,7.06,29.17,Debit Card,Cancelled,2,50,19,No
RIDE098757,CUST5312,DR703,2025-11-17,13:40:00,Chennai,Lanka Marg,Warrior Path,Cab,17.39,23,376.72,0.07,376.65,Debit Card,Completed,2,37,50,No
RIDE098758,CUST6013,DR596,2025-11-10,11:07:00,Bangalore,Bandi Marg,Ratti Marg,Bike,17.02,49,179.54,27.23,152.31,Credit Card,Cancelled,4,25,19,No
RIDE098759,CUST2989,DR793,2025-01-20,00:44:00,Delhi,Bera Street,Goyal Ganj,Cab,15.56,83,231.05,56.48,174.57,Debit Card,In Progress,4,24,48,Yes
RIDE098760,CUST6753,DR227,2025-08-03,00:01:00,Chennai,Dara Road,Savant Path,Cab,5.34,28,107.05,8.12,98.93,Credit Card,In Progress,4,44,53,No
RIDE098761,CUST4349,DR718,2025-02-07,04:20:00,Hyderabad,Vaidya Road,Dass Road,Cab,4.09,7,82.02,1.02,81.0,Credit Card,Completed,1,31,40,Yes
RIDE098762,CUST1895,DR858,2025-03-11,22:19:00,Hyderabad,Gala Zila,Konda Zila,Bike,1.42,93,20.11,3.0,17.11,Credit Card,In Progress,3,29,49,Yes
RIDE098763,CUST6549,DR918,2025-06-29,00:09:00,Bangalore,Roy Street,Kale Marg,Auto,3.18,67,38.03,6.93,31.1,Wallet,Cancelled,1,54,32,Yes
RIDE098764,CUST9908,DR508,2025-01-27,22:33:00,Bangalore,Sawhney Chowk,Baria Marg,Cab,19.57,30,234.9,8.31,226.59,Credit Card,Completed,2,50,47,No
RIDE098765,CUST5745,DR390,2025-03-23,01:21:00,Pune,Roy Street,Chaudhry Path,Bike,8.07,32,116.37,18.95,97.42,Debit Card,Completed,5,50,37,No
RIDE098766,CUST3818,DR885,2025-11-11,19:37:00,Delhi,Lad Zila,Khurana Street,Auto,14.87,101,368.14,31.15,336.99,Credit Card,Cancelled,3,39,22,Yes
RIDE098767,CUST2031,DR261,2025-01-02,18:37:00,Bangalore,Baral Road,Bhatti Circle,Auto,23.26,27,452.45,82.25,370.2,Credit Card,Completed,1,37,35,Yes
RIDE098768,CUST2737,DR596,2025-01-03,05:11:00,Kolkata,Sampath Circle,Zacharia Street,Cab,31.66,38,613.42,115.85,497.57,UPI,Cancelled,4,35,56,Yes
RIDE098769,CUST7966,DR737,2025-03-26,18:38:00,Pune,Kamdar Path,Shanker,Bike,15.45,11,176.58,14.2,162.38,Credit Card,Completed,4,31,46,No
RIDE098770,CUST6247,DR834,2025-02-26,17:52:00,Chennai,Ghosh Road,Chaudhari Path,Bike,15.8,85,154.77,37.11,117.66,Debit Card,In Progress,1,27,44,No
RIDE098771,CUST1334,DR836,2025-07-19,21:21:00,Chennai,Bahri,Uppal Road,Bike,24.68,103,591.44,34.7,556.74,Credit Card,Completed,3,36,54,No
RIDE098772,CUST1280,DR324,2025-05-09,04:45:00,Bangalore,Kakar Nagar,Sagar Marg,Bike,17.98,7,319.23,31.8,287.43,Credit Card,In Progress,2,48,28,No
RIDE098773,CUST7650,DR355,2025-08-07,11:51:00,Hyderabad,Kurian Road,Sankar Ganj,Cab,11.98,82,207.42,29.72,177.7,Wallet,Completed,3,47,49,Yes
RIDE098774,CUST1934,DR233,2025-10-28,22:53:00,Pune,Dhingra Nagar,Borra Nagar,Bike,3.08,92,67.39,6.14,61.25,Wallet,Cancelled,5,34,43,Yes
RIDE098775,CUST1669,DR774,2025-05-08,04:47:00,Mumbai,Sen Path,Char Marg,Auto,21.47,37,353.04,43.11,309.93,Debit Card,Cancelled,3,34,41,Yes
RIDE098776,CUST8136,DR822,2025-09-14,16:02:00,Delhi,Kale Circle,Bala Nagar,Auto,8.76,73,194.94,42.89,152.05,Wallet,Cancelled,2,54,23,No
RIDE098777,CUST4862,DR401,2025-04-08,19:59:00,Bangalore,Srivastava,Bhattacharyya Marg,Bike,10.38,35,153.65,8.58,145.07,UPI,Completed,3,21,48,Yes
RIDE098778,CUST5448,DR597,2025-01-08,22:13:00,Kolkata,Gour Circle,Ramesh Path,Bike,20.05,88,478.5,65.36,413.14,Cash,Cancelled,3,32,25,Yes
RIDE098779,CUST9919,DR456,2025-09-22,12:19:00,Pune,Arora Zila,Kashyap Street,Bike,24.15,51,597.61,14.31,583.3,Wallet,Cancelled,4,30,31,Yes
RIDE098780,CUST2951,DR449,2025-08-01,06:42:00,Hyderabad,Majumdar Street,D’Alia Circle,Cab,15.93,48,264.47,58.13,206.34,UPI,Cancelled,3,36,54,No
RIDE098781,CUST1981,DR698,2025-08-12,20:30:00,Kolkata,Bansal Path,Sagar Marg,Auto,3.47,84,57.81,6.56,51.25,UPI,Completed,3,55,48,No
RIDE098782,CUST4986,DR471,2025-03-12,13:14:00,Delhi,Atwal Chowk,Goyal Street,Cab,11.09,40,173.35,12.14,161.21,Credit Card,Completed,2,29,26,Yes
RIDE098783,CUST4415,DR118,2025-10-06,19:12:00,Pune,Dhar Zila,Dani Road,Bike,15.45,22,313.22,32.0,281.22,Cash,Cancelled,2,29,26,Yes
RIDE098784,CUST1896,DR994,2025-07-20,22:14:00,Bangalore,Solanki Path,Bera Path,Auto,6.64,49,90.98,8.76,82.22,Credit Card,Cancelled,3,43,27,Yes
RIDE098785,CUST6680,DR412,2025-04-20,00:39:00,Mumbai,Jaggi Street,Chauhan Nagar,Bike,24.85,40,418.2,48.32,369.88,UPI,Cancelled,3,37,41,No
RIDE098786,CUST6152,DR182,2025-12-29,04:18:00,Pune,Chaudry Ganj,Dhingra Ganj,Cab,25.05,65,360.37,64.08,296.29,Debit Card,In Progress,3,52,58,Yes
RIDE098787,CUST8553,DR782,2025-05-09,17:36:00,Mumbai,Sandhu Nagar,Chand Road,Cab,29.64,105,668.96,91.29,577.67,UPI,In Progress,1,46,48,Yes
RIDE098788,CUST4975,DR134,2025-03-02,01:06:00,Kolkata,Rau Chowk,Keer Chowk,Bike,20.02,108,411.04,21.24,389.8,Debit Card,Cancelled,5,25,49,No
RIDE098789,CUST3457,DR713,2025-06-20,11:11:00,Pune,Kade,Setty Street,Auto,1.58,63,15.82,3.52,12.3,Credit Card,Cancelled,4,29,35,No
RIDE098790,CUST7376,DR540,2025-11-29,02:03:00,Hyderabad,Kunda Nagar,Kapadia,Auto,2.99,40,53.34,12.11,41.23,Debit Card,In Progress,3,24,42,No
RIDE098791,CUST5428,DR672,2025-08-21,19:56:00,Kolkata,Dass Ganj,Sane Street,Auto,34.89,50,567.87,68.37,499.5,Wallet,Completed,2,51,19,No
RIDE098792,CUST3884,DR636,2025-03-09,09:03:00,Pune,Krishnan Path,Deol,Cab,14.84,100,351.57,12.1,339.47,Debit Card,Completed,2,26,50,No
RIDE098793,CUST5691,DR106,2025-10-06,02:23:00,Pune,Anand,Cherian Road,Bike,11.16,55,174.97,18.68,156.29,Cash,In Progress,3,44,24,No
RIDE098794,CUST9487,DR476,2025-10-09,19:39:00,Pune,Shankar Road,Banik Street,Bike,7.71,47,143.36,27.47,115.89,Credit Card,Cancelled,3,48,22,Yes
RIDE098795,CUST4937,DR310,2025-03-09,00:13:00,Chennai,Tandon Road,Deshpande Chowk,Cab,16.87,16,280.03,42.05,237.98,Credit Card,Cancelled,5,39,54,Yes
RIDE098796,CUST3097,DR452,2025-05-28,08:10:00,Pune,Sood Zila,Barad Road,Auto,28.33,86,399.84,74.4,325.44,Wallet,Cancelled,4,32,33,Yes
RIDE098797,CUST8359,DR804,2025-12-18,02:10:00,Mumbai,Varkey Road,Thakur Zila,Bike,19.27,80,327.43,3.54,323.89,Debit Card,Completed,2,53,38,No
RIDE098798,CUST5093,DR855,2025-03-24,12:05:00,Bangalore,Lad Nagar,Varghese Marg,Bike,28.31,49,489.66,34.77,454.89,Debit Card,Cancelled,4,51,45,Yes
RIDE098799,CUST7272,DR366,2025-11-20,00:40:00,Chennai,Kale Zila,Bandi Ganj,Auto,10.98,14,271.48,35.01,236.47,Credit Card,Completed,3,41,60,No
RIDE098800,CUST4232,DR307,2025-12-25,08:47:00,Bangalore,Varma Nagar,Yohannan Chowk,Auto,22.33,48,452.41,48.54,403.87,Debit Card,In Progress,4,41,39,Yes
RIDE098801,CUST4884,DR792,2025-07-15,10:09:00,Pune,Luthra Road,Dave Zila,Bike,20.73,71,379.08,26.94,352.14,Cash,In Progress,3,54,57,No
RIDE098802,CUST4876,DR172,2025-01-12,18:15:00,Kolkata,Dass Nagar,Venkataraman Road,Bike,18.23,11,416.68,93.14,323.54,Credit Card,Completed,1,21,52,Yes
RIDE098803,CUST5690,DR148,2025-03-01,18:46:00,Mumbai,Gaba Ganj,Cheema Ganj,Auto,22.95,67,568.76,139.96,428.8,Wallet,Completed,4,53,41,Yes
RIDE098804,CUST8501,DR741,2025-04-19,12:25:00,Kolkata,Kanda Zila,Sengupta Chowk,Cab,23.67,30,571.97,71.82,500.15,Debit Card,In Progress,1,55,53,No
RIDE098805,CUST7643,DR395,2025-07-03,07:10:00,Chennai,Ratti Chowk,Toor Street,Bike,21.67,104,231.62,53.46,178.16,Cash,In Progress,2,25,20,No
RIDE098806,CUST6226,DR672,2025-11-15,23:26:00,Hyderabad,Sura,Bahri Zila,Cab,27.46,104,545.36,38.63,506.73,Wallet,Completed,5,54,58,Yes
RIDE098807,CUST9357,DR298,2025-08-18,16:56:00,Mumbai,Jani Zila,Bali Ganj,Cab,16.85,104,413.66,85.78,327.88,Wallet,Cancelled,3,44,24,No
RIDE098808,CUST2839,DR174,2025-05-19,17:08:00,Mumbai,Sastry Street,Sarma Nagar,Cab,16.37,50,207.82,9.79,198.03,Credit Card,Cancelled,4,54,30,No
